content,annotation,extras
  Famous! Duhh Haha that means I would be rich cause I am famous hah commen sense! ;D,"{'notes': '', 'label': ['0']}",
 What do you prefer to drink in the morning?,"{'notes': '', 'label': ['0']}",
 What&;s the secret to happiness?,"{'notes': '', 'label': ['0']}",
 what&;s the last thing you ate?,"{'notes': '', 'label': ['0']}",
 Do you know a drug addict?,"{'notes': '', 'label': ['0']}",
  Studying to be a nurse. Working to save the world with kindness <3,"{'notes': '', 'label': ['0']}",
  its dumb,"{'notes': '', 'label': ['0']}",
 Hello tabi which school is your favorite your old one or new one??,"{'notes': '', 'label': ['0']}",
 i love you,"{'notes': '', 'label': ['0']}",
 u know who i like?? whoo????,"{'notes': '', 'label': ['0']}",
 have you ever seen the goonies? if yes then what character do you most relate with?,"{'notes': '', 'label': ['0']}",
 can you come to my party tonightt ??,"{'notes': '', 'label': ['0']}",
 If you could be a star athlete in any sport  which sport would you pick?,"{'notes': '', 'label': ['0']}",
  It was mostly how i was raised and how i like to act myself. personally i like the way i am :],"{'notes': '', 'label': ['0']}",
  my parents turned the lights out on my sister and i when we watch the newest Texas Chainsaw Masacare in Theaters. They said they went up to the store...but they didnt  they stayed to torment us...and we thought we were really being attacked or something. My dad crawled in the window.... all the lights off. he made the breaker trip...and we heard cracking floor noises in the kitchen..about shit our pants. all i had was a hanger and thought if anyone had to do anything it'd be me....r So of course i finally made myself around the corner of our room and the lights came back on....not too much later there was nocking on our window and like the dumb crazy person in the movie that you wanna scream at for not just leaving the window alone  i threw up the blinds to see my Dad's face plastered up against the window and hands up scaring me half to death!!! It was awful. I was mad at my dad for like the next 2 or 3 days. hahaha i cried and yelled and i was only like 13 but still. hahhaa it was good.,"{'notes': '', 'label': ['0']}",
  toasted cheese sandwich with out the cheese coz i dont no if we have any.,"{'notes': '', 'label': ['0']}",
  Happiness is too complicated to say yes or no. I like to think so.,"{'notes': '', 'label': ['0']}",
  at night. i like to climb into bed clean :),"{'notes': '', 'label': ['0']}",
 BESTFRIEND <3,"{'notes': '', 'label': ['0']}",
 What is your current desktop picture?,"{'notes': '', 'label': ['0']}",
  iKno bih,"{'notes': '', 'label': ['0']}",
  depends on how close we were at the time.,"{'notes': '', 'label': ['0']}",
  :/ hmm i no lol,"{'notes': '', 'label': ['0']}",
 who do you like?,"{'notes': '', 'label': ['0']}",
 follow :),"{'notes': '', 'label': ['0']}",
  LOl since you really must knoo; N....O.(:,"{'notes': '', 'label': ['0']}",
  nahhh,"{'notes': '', 'label': ['0']}",
  hahahahahah :) im replying to this  what about you?,"{'notes': '', 'label': ['0']}",
  ugh.. r well  okay cool that you like me thanks. but being rude doesnt help anything nor is it going to get me to like you. sorry if that sounds mean.,"{'notes': '', 'label': ['0']}",
 If you could have an endless supply of any food  what would you get?,"{'notes': '', 'label': ['0']}",
 do you curse?,"{'notes': '', 'label': ['0']}",
 Would you consider yourself to be spoiled?,"{'notes': '', 'label': ['0']}",
 The Beatles or The Temptations?,"{'notes': '', 'label': ['0']}",
  oh okay :) sorry.,"{'notes': '', 'label': ['0']}",
  Last time me and my boyfriend got pulled over for our license plate light being out. I owe some fines and didnt want to have to deal with that crap. but she didnt do anything. she let us go..thank goodness!,"{'notes': '', 'label': ['0']}",
 What is something you never want to lose?,"{'notes': '', 'label': ['0']}",
  the wifey! lol idk,"{'notes': '', 'label': ['0']}",
  hahahahahahahahahhahahaha lmao hahahahahah gosh i no!!!!!!!!!!!!!!!!,"{'notes': '', 'label': ['0']}",
  Whosz that niggaaa ? Lol yes i do <3,"{'notes': '', 'label': ['0']}",
  ah me. by griffen house.,"{'notes': '', 'label': ['0']}",
  Thats great . i hope things work out fine.. (:,"{'notes': '', 'label': ['0']}",
  EVERYTHING !,"{'notes': '', 'label': ['0']}",
 Name a song you know all the lyrics to.,"{'notes': '', 'label': ['0']}",
 Do siamese twins pay for one ticket or two tickets when they go to movies and concerts?,"{'notes': '', 'label': ['0']}",
 what is your ideal date?r,"{'notes': '', 'label': ['0']}",
 Is it wrong I am getting my daughter to paint Xen&;s nails while he is asleep?,"{'notes': '', 'label': ['0']}",
 whats your favorite silly band shape?,"{'notes': '', 'label': ['0']}",
 what&;s the Kindest thing anyone has ever done for you ??,"{'notes': '', 'label': ['0']}",
  g-r-e-a-t.r it was a small chair  i was like sitting in your lap.,"{'notes': '', 'label': ['0']}",
  A year &amp; 2 months.,"{'notes': '', 'label': ['0']}",
  i have never had it.,"{'notes': '', 'label': ['0']}",
  mine used to be. i used to take 30 ish minute showers. lately they have been between 15 and 20 minute showers :] so im saving water yay! :],"{'notes': '', 'label': ['0']}",
 thanks! so are you! :D,"{'notes': '', 'label': ['0']}",
  nope. and i wanted one but now idk cause i just dont think id be happy in a few years so oh well.. ill prolly never get any but i like it that way,"{'notes': '', 'label': ['0']}",
 How do they get the &quot;keep off the Grass&quot; sign on the grass?,"{'notes': '', 'label': ['0']}",
 What do you think would cause mass hysteria?,"{'notes': '', 'label': ['0']}",
 yuh got yer nosee piercedd!!,"{'notes': '', 'label': ['0']}",
 haha ok,"{'notes': '', 'label': ['0']}",
  hahahaha thankyou.,"{'notes': '', 'label': ['0']}",
 but it says right above that i cant :(,"{'notes': '', 'label': ['0']}",
 What do you think about people who give one word answers to nearly everything?,"{'notes': '', 'label': ['0']}",
 what do you always pray for?,"{'notes': '', 'label': ['0']}",
 If a doctor suddenly had a heart attack while doing surgery  would the other doctors work on the doctor or the patient?,"{'notes': '', 'label': ['0']}",
  a hemp bracelet my sister made me on my left wrist and my two favorite rings :]r Earrings too...lets count  8 others :),"{'notes': '', 'label': ['0']}",
  okay :o,"{'notes': '', 'label': ['0']}",
  noo,"{'notes': '', 'label': ['0']}",
 Do you prefer to be blissfully unaware? Or know what going on though it may hurt to know?,"{'notes': '', 'label': ['0']}",
 k,"{'notes': '', 'label': ['0']}",
  Nope. Just cause i wouldn't do that. Im an awesome driver haha,"{'notes': '', 'label': ['0']}",
 Yuh myk a hoe orgasm! Oaaa hot as fukk. Ppl tellen me i look lyk khlou00e8 kardashian n ma boobs iz a 38C to D (:  if dhats what yuh want to have den im here.,"{'notes': '', 'label': ['0']}",
 What was the worst concert you went to?,"{'notes': '', 'label': ['0']}",
  telling someone that you dont love them back. ive had to do it and it is so tough to say.,"{'notes': '', 'label': ['0']}",
  does it wobble babi it be all ova da place,"{'notes': '', 'label': ['0']}",
 have you ever had your heart broken?,"{'notes': '', 'label': ['0']}",
 Do you know how much a peso would be worth in the United States today?,"{'notes': '', 'label': ['0']}",
 Are you obsessed with shiny things?:,"{'notes': '', 'label': ['0']}",
 You have alot of clothes! Yur house is BIG and OMGEE Yur rich!!!,"{'notes': '', 'label': ['0']}",
 What&;s the longest you&;ve ever gone without a bath or shower?,"{'notes': '', 'label': ['0']}",
 If you could ask George W. Bush one question what would it be?,"{'notes': '', 'label': ['0']}",
 What&;s one way people commonly misspell your name?,"{'notes': '', 'label': ['0']}",
  not really,"{'notes': '', 'label': ['0']}",
  Always. haha sorry i didnt answer last night. I was half asleep when you called.,"{'notes': '', 'label': ['0']}",
 how&;s the weather there?,"{'notes': '', 'label': ['0']}",
  i do!,"{'notes': '', 'label': ['0']}",
 To bad u stopped talking 2 me.,"{'notes': '', 'label': ['0']}",
 is there a person that you ever felt that you actually hated?,"{'notes': '', 'label': ['0']}",
 Do you look forward to sleeping?,"{'notes': '', 'label': ['0']}",
 have you ever done anything illegal? and if so what was it?,"{'notes': '', 'label': ['0']}",
  really!!??! haha,"{'notes': '', 'label': ['0']}",
 ohh reallu? well how does it feel to want [; ?!,"{'notes': '', 'label': ['0']}",
  ummm that would be a no. went to school with him but didnt date him haha,"{'notes': '', 'label': ['0']}",
  that a mouse will come in my room at night lol it scares the shit out of me,"{'notes': '', 'label': ['0']}",
 Who do you want to grow old and grey with?,"{'notes': '', 'label': ['0']}",
 l,"{'notes': '', 'label': ['0']}",
  Idk really. I think im an alien :],"{'notes': '', 'label': ['0']}",
  creepy people.,"{'notes': '', 'label': ['0']}",
 Ever fell for the same guy more than once?,"{'notes': '', 'label': ['0']}",
 Have you ever randomly busted out dancing?,"{'notes': '', 'label': ['0']}",
  wow,"{'notes': '', 'label': ['0']}",
 tell me 5 facts about yourself,"{'notes': '', 'label': ['0']}",
  neither :P,"{'notes': '', 'label': ['0']}",
 Have you read/watched &quot;A Walk to Remember?&quot;,"{'notes': '', 'label': ['0']}",
  exactly lmao  and i no who said that and he/she does it all the time  ill text you who  :),"{'notes': '', 'label': ['0']}",
  Sucky,"{'notes': '', 'label': ['0']}",
 have you ever swallowed an object by accident?,"{'notes': '', 'label': ['0']}",
  sure will,"{'notes': '', 'label': ['0']}",
  ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face,"{'notes': '', 'label': ['0']}",
 Sorry i just thought of one more good question.........Would you break the law to save a loved one?,"{'notes': '', 'label': ['0']}",
  :D,"{'notes': '', 'label': ['0']}",
 what do u guys prefer? Jonas brothers or justin bieber,"{'notes': '', 'label': ['0']}",
 If you joined the circus  what act would you most want to perform?,"{'notes': '', 'label': ['0']}",
 In order to survive 3 more days you need a small meal. There is nothing with you except your pet monkey... Do you fry up some monkey?,"{'notes': '', 'label': ['0']}",
  So I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by Familiar faces smiling back at me and I knew This would make them change  The only thing that's going to bother me Is that you'll all call yourselves my friends  Why can't you look me in the eyes one last time?  The writings on the wall  you've read that I'll be gone  but if you call my name Just know that I'll come running  for one more night to spare with you This is where I'm meant to be  please don't leave me  Iu2019ve read these stories a thousand times  and now Iu2019ll rewrite them all Youu2019re meddling in an anger you canu2019t control She means the world to me  so hold your serpent tongue Is a whores lies worth dying for? I'll just take my time  The only thing that's going to bother me Is that you'll all call yourselves my friends  Why can't you look me in the eyes one last time?  The writings on the wall  you've read that I'll be gone  but if you call my name Just know that I'll come running  for one more night to spare with you This is where I'm meant to be  please don't leave me  I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They'll find you on your bathroom floor  I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They'll find you on your bathroom floor when I'm done  But should I write it all off? But should I write it all off? But should I write it all off? (You should have killed me when you had the chance) But should I... ? (You should have killed me when you had the chance) You should have killed me when you had the chance You should have killed me when you had the chance,"{'notes': '', 'label': ['0']}",
  22 again...,"{'notes': '', 'label': ['0']}",
 Why are u goin to North?,"{'notes': '', 'label': ['0']}",
 What are you doing tomorrow?,"{'notes': '', 'label': ['0']}",
  mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm yeah,"{'notes': '', 'label': ['0']}",
 finee how yew ben,"{'notes': '', 'label': ['0']}",
 Never Mind All Better! r But I Have A Soar Throat r Bleh!,"{'notes': '', 'label': ['0']}",
  yes. my sister. hahaha,"{'notes': '', 'label': ['0']}",
 Do you think you have habits that annoy other people?,"{'notes': '', 'label': ['0']}",
 Are your underwear and socks folded in your drawer or just thrown in?,"{'notes': '', 'label': ['0']}",
 Beu03c4ter thu03b1n formspru03b9ng  try http://tr.im/M73W,"{'notes': '', 'label': ['0']}",
 Basicc Information -  Name ? Age ? Location ? Grade ?,"{'notes': '', 'label': ['0']}",
  Yumm... Justin Bieber P-diddys son JDoir YUMMM....haha not really a celeb bhut yeah! &amp;&amp; Channing Fckn TATUM!!haha Oh damn!!,"{'notes': '', 'label': ['0']}",
  No.  Would you?,"{'notes': '', 'label': ['0']}",
  nope  im actually very picky on who i date,"{'notes': '', 'label': ['0']}",
 Spam for Spam? :),"{'notes': '', 'label': ['0']}",
  tell mi wat ya want mi ta do,"{'notes': '', 'label': ['0']}",
  :))))))))))))))))))))),"{'notes': '', 'label': ['0']}",
  its prolly you.,"{'notes': '', 'label': ['0']}",
  hahahahahaha he is in love with everyone  hahaha i love that kid. i no i no im awesome ;),"{'notes': '', 'label': ['0']}",
  what?,"{'notes': '', 'label': ['0']}",
 you&;re reallly really pretty (: haha. but honestly.,"{'notes': '', 'label': ['0']}",
 worst food you&;ve eaten that you almost throw up?,"{'notes': '', 'label': ['0']}",
 is your room messy or super neat?,"{'notes': '', 'label': ['0']}",
 What is the most important quality in a person or friend?,"{'notes': '', 'label': ['0']}",
  because so many people revolve they're lives around their cellulars. its pathetic really.,"{'notes': '', 'label': ['0']}",
